"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日"
"2017/03/08","秋田県","仙北市",28090,1926,6.9,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","鹿角郡小坂町",5489,441,8.0,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","北秋田郡上小阿仁村",2520,148,5.9,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","山本郡藤里町",3539,279,7.9,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","山本郡三種町",17797,1037,5.8,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","山本郡八峰町",7676,382,5.0,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","南秋田郡五城目町",9984,577,5.8,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","南秋田郡八郎潟町",6203,391,6.3,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","南秋田郡井川町",5051,205,4.1,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","南秋田郡大潟村",3238,236,7.3,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","仙北郡美郷町",20646,952,4.6,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","雄勝郡羽後町",15974,651,4.1,"2016/01/01","2017/03/08"
"2017/03/08","秋田県","雄勝郡東成瀬村",2665,165,6.2,"2016/01/01","2017/03/08"
"2017/03/08","山形県","山形市",249778,13981,5.6,"2016/01/01","2017/03/08"
"2017/03/08","山形県","米沢市",83867,4426,5.3,"2016/01/01","2017/03/08"
"2017/03/08","山形県","鶴岡市",131758,7907,6.0,"2016/01/01","2017/03/08"
"2017/03/08","山形県","酒田市",106733,6920,6.5,"2016/01/01","2017/03/08"
"2017/03/08","山形県","新庄市",37204,2444,6.6,"2016/01/01","2017/03/08"
"2017/03/08","山形県","寒河江市",42022,2766,6.6,"2016/01/01","2017/03/08"
"2017/03/08","山形県","上山市",31834,1908,6.0,"2016/01/01","2017/03/08"
"2017/03/08","山形県","村山市",25474,1389,5.5,"2016/01/01","2017/03/08"
"2017/03/08","山形県","長井市",27946,1579,5.7,"2016/01/01","2017/03/08"
"2017/03/08","山形県","天童市",62136,3711,6.0,"2016/01/01","2017/03/08"
"2017/03/08","山形県","東根市",47841,2991,6.3,"2016/01/01","2017/03/08"
"2017/03/08","山形県","尾花沢市",17432,981,5.6,"2016/01/01","2017/03/08"
"2017/03/08","山形県","南陽市",32509,1743,5.4,"2016/01/01","2017/03/08"
"2017/03/08","山形県","東村山郡山辺町",14737,821,5.6,"2016/01/01","2017/03/08"
"2017/03/08","山形県","東村山郡中山町",11739,702,6.0,"2016/01/01","2017/03/08"
"2017/03/08","山形県","西村山郡河北町",19419,1303,6.7,"2016/01/01","2017/03/08"
"2017/03/08","山形県","西村山郡西川町",5831,365,6.3,"2016/01/01","2017/03/08"
"2017/03/08","山形県","西村山郡朝日町",7401,474,6.4,"2016/01/01","2017/03/08"
"2017/03/08","山形県","西村山郡大江町",8717,658,7.5,"2016/01/01","2017/03/08"
"2017/03/08","山形県","北村山郡大石田町",7592,486,6.4,"2016/01/01","2017/03/08"
"2017/03/08","山形県","最上郡金山町",6003,313,5.2,"2016/01/01","2017/03/08"
"2017/03/08","山形県","最上郡最上町",9251,517,5.6,"2016/01/01","2017/03/08"
"2017/03/08","山形県","最上郡舟形町",5736,318,5.5,"2016/01/01","2017/03/08"
"2017/03/08","山形県","最上郡真室川町",8356,460,5.5,"2016/01/01","2017/03/08"
"2017/03/08","山形県","最上郡大蔵村",3508,257,7.3,"2016/01/01","2017/03/08"
"2017/03/08","山形県","最上郡鮭川村",4543,254,5.6,"2016/01/01","2017/03/08"
"2017/03/08","山形県","最上郡戸沢村",4970,320,6.4,"2016/01/01","2017/03/08"
"2017/03/08","山形県","東置賜郡高畠町",24322,1113,4.6,"2016/01/01","2017/03/08"
"2017/03/08","山形県","東置賜郡川西町",16129,823,5.1,"2016/01/01","2017/03/08"
"2017/03/08","山形県","西置賜郡小国町",8123,1205,14.8,"2016/01/01","2017/03/08"
"2017/03/08","山形県","西置賜郡白鷹町",14667,776,5.3,"2016/01/01","2017/03/08"
"2017/03/08","山形県","西置賜郡飯豊町",7553,582,7.7,"2016/01/01","2017/03/08"
"2017/03/08","山形県","東田川郡三川町",7560,431,5.7,"2016/01/01","2017/03/08"
"2017/03/08","山形県","東田川郡庄内町",22220,1272,5.7,"2016/01/01","2017/03/08"
"2017/03/08","山形県","飽海郡遊佐町",14649,854,5.8,"2016/01/01","2017/03/08"
"2017/03/08","福島県","福島市",285026,23276,8.2,"2016/01/01","2017/03/08"
"2017/03/08","福島県","会津若松市",122749,9260,7.5,"2016/01/01","2017/03/08"
"2017/03/08","福島県","郡山市",327307,25992,7.9,"2016/01/01","2017/03/08"
"2017/03/08","福島県","いわき市",331920,23141,7.0,"2016/01/01","2017/03/08"
"2017/03/08","福島県","白河市",62754,4840,7.7,"2016/01/01","2017/03/08"
"2017/03/08","福島県","須賀川市",77990,5632,7.2,"2016/01/01","2017/03/08"
"2017/03/08","福島県","喜多方市",50141,3094,6.2,"2016/01/01","2017/03/08"
"2017/03/08","福島県","相馬市",35939,2894,8.1,"2016/01/01","2017/03/08"
"2017/03/08","福島県","二本松市",56962,3931,6.9,"2016/01/01","2017/03/08"
"2017/03/08","福島県","田村市",38890,2960,7.6,"2016/01/01","2017/03/08"
"2017/03/08","福島県","南相馬市",63930,5869,9.2,"2016/01/01","2017/03/08"
"2017/03/08","福島県","伊達市",63015,4414,7.0,"2016/01/01","2017/03/08"
"2017/03/08","福島県","本宮市",30760,1789,5.8,"2016/01/01","2017/03/08"
"2017/03/08","福島県","伊達郡桑折町",12353,657,5.3,"2016/01/01","2017/03/08"
"2017/03/08","福島県","伊達郡国見町",9604,903,9.4,"2016/01/01","2017/03/08"
"2017/03/08","福島県","伊達郡川俣町",14408,1295,9.0,"2016/01/01","2017/03/08"
"2017/03/08","福島県","安達郡大玉村",8525,447,5.2,"2016/01/01","2017/03/08"
"2017/03/08","福島県","岩瀬郡鏡石町",12879,868,6.7,"2016/01/01","2017/03/08"
"2017/03/08","福島県","岩瀬郡天栄村",5957,269,4.5,"2016/01/01","2017/03/08"
"2017/03/08","福島県","南会津郡下郷町",6155,390,6.3,"2016/01/01","2017/03/08"
"2017/03/08","福島県","南会津郡檜枝岐村",588,103,17.5,"2016/01/01","2017/03/08"
"2017/03/08","福島県","南会津郡只見町",4585,413,9.0,"2016/01/01","2017/03/08"
"2017/03/08","福島県","南会津郡南会津町",16858,1431,8.5,"2016/01/01","2017/03/08"
"2017/03/08","福島県","耶麻郡北塩原村",2954,215,7.3,"2016/01/01","2017/03/08"
"2017/03/08","福島県","耶麻郡西会津町",6927,407,5.9,"2016/01/01","2017/03/08"
"2017/03/08","福島県","耶麻郡磐梯町",3627,290,8.0,"2016/01/01","2017/03/08"
"2017/03/08","福島県","耶麻郡猪苗代町",15188,1261,8.3,"2016/01/01","2017/03/08"
"2017/03/08","福島県","河沼郡会津坂下町",16736,1098,6.6,"2016/01/01","2017/03/08"
"2017/03/08","福島県","河沼郡湯川村",3373,204,6.0,"2016/01/01","2017/03/08"
"2017/03/08","福島県","河沼郡柳津町",3657,226,6.2,"2016/01/01","2017/03/08"
"2017/03/08","福島県","大沼郡三島町",1765,139,7.9,"2016/01/01","2017/03/08"
"2017/03/08","福島県","大沼郡金山町",2223,228,10.3,"2016/01/01","2017/03/08"
"2017/03/08","福島県","大沼郡昭和村",1347,344,25.5,"2016/01/01","2017/03/08"
"2017/03/08","福島県","大沼郡会津美里町",21497,1485,6.9,"2016/01/01","2017/03/08"
"2017/03/08","福島県","西白河郡西郷村",20086,1591,7.9,"2016/01/01","2017/03/08"
"2017/03/08","福島県","西白河郡泉崎村",6675,527,7.9,"2016/01/01","2017/03/08"
"2017/03/08","福島県","西白河郡中島村",5201,310,6.0,"2016/01/01","2017/03/08"
"2017/03/08","福島県","西白河郡矢吹町",17774,1153,6.5,"2016/01/01","2017/03/08"
"2017/03/08","福島県","東白川郡棚倉町",14665,1071,7.3,"2016/01/01","2017/03/08"
"2017/03/08","福島県","東白川郡矢祭町",6169,344,5.6,"2016/01/01","2017/03/08"
"2017/03/08","福島県","東白川郡塙町",9345,561,6.0,"2016/01/01","2017/03/08"
"2017/03/08","福島県","東白川郡鮫川村",3774,250,6.6,"2016/01/01","2017/03/08"
"2017/03/08","福島県","石川郡石川町",16225,923,5.7,"2016/01/01","2017/03/08"
"2017/03/08","福島県","石川郡玉川村",6952,317,4.6,"2016/01/01","2017/03/08"
"2017/03/08","福島県","石川郡平田村",6542,350,5.4,"2016/01/01","2017/03/08"
"2017/03/08","福島県","石川郡浅川町",6787,381,5.6,"2016/01/01","2017/03/08"
"2017/03/08","福島県","石川郡古殿町",5768,251,4.4,"2016/01/01","2017/03/08"
"2017/03/08","福島県","田村郡三春町",17738,2994,16.9,"2016/01/01","2017/03/08"
"2017/03/08","福島県","田村郡小野町",10741,728,6.8,"2016/01/01","2017/03/08"
"2017/03/08","福島県","双葉郡広野町",5107,358,7.0,"2016/01/01","2017/03/08"
"2017/03/08","福島県","双葉郡楢葉町",7378,550,7.5,"2016/01/01","2017/03/08"
"2017/03/08","福島県","双葉郡富岡町",13866,2452,17.7,"2016/01/01","2017/03/08"
"2017/03/08","福島県","双葉郡川内村",2763,176,6.4,"2016/01/01","2017/03/08"
"2017/03/08","福島県","双葉郡大熊町",10769,1438,13.4,"2016/01/01","2017/03/08"
"2017/03/08","福島県","双葉郡双葉町",6240,623,10.0,"2016/01/01","2017/03/08"
"2017/03/08","福島県","双葉郡浪江町",18777,1369,7.3,"2016/01/01","2017/03/08"
"2017/03/08","福島県","双葉郡葛尾村",1480,99,6.7,"2016/01/01","2017/03/08"
"2017/03/08","福島県","相馬郡新地町",8038,527,6.6,"2016/01/01","2017/03/08"
"2017/03/08","福島県","相馬郡飯舘村",6250,274,4.4,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","水戸市",273047,21802,8.0,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","日立市",186675,20880,11.2,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","土浦市",144088,14007,9.7,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","古河市",144715,12021,8.3,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","石岡市",77479,6489,8.4,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","結城市",52598,4075,7.7,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","龍ケ崎市",78804,7397,9.4,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","下妻市",44729,2716,6.1,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","常総市",64462,4844,7.5,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","常陸太田市",54660,4025,7.4,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","高萩市",30000,2791,9.3,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","北茨城市",45493,3829,8.4,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","笠間市",77957,5708,7.3,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","取手市",108957,10481,9.6,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","牛久市",84703,8063,9.5,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","つくば市",223755,20796,9.3,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","ひたちなか市",159372,11175,7.0,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","鹿嶋市",68182,5909,8.7,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","潮来市",29232,1933,6.6,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","守谷市",65413,6754,10.3,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","常陸大宮市",44117,3019,6.8,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","那珂市",55651,4391,7.9,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","筑西市",107807,6910,6.4,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","坂東市",56010,3318,5.9,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","稲敷市",43593,3664,8.4,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","かすみがうら市",43111,3632,8.4,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","桜川市",44312,2136,4.8,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","神栖市",94791,8121,8.6,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","行方市",36701,2361,6.4,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","鉾田市",50472,3639,7.2,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","つくばみらい市",50323,4670,9.3,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","小美玉市",52489,4597,8.8,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","東茨城郡茨城町",33573,2323,6.9,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","東茨城郡大洗町",17552,1400,8.0,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","東茨城郡城里町",20722,1032,5.0,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","那珂郡東海村",38409,3248,8.5,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","久慈郡大子町",18609,1364,7.3,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","稲敷郡美浦村",16361,1326,8.1,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","稲敷郡阿見町",47515,4327,9.1,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","稲敷郡河内町",9477,572,6.0,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","結城郡八千代町",22901,1305,5.7,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","猿島郡五霞町",8960,2495,27.8,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","猿島郡境町",25477,1852,7.3,"2016/01/01","2017/03/08"
"2017/03/08","茨城県","北相馬郡利根町",16977,1836,10.8,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","宇都宮市",521820,41865,8.0,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","足利市",152197,11068,7.3,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","栃木市",163536,10485,6.4,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","佐野市",121183,8735,7.2,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","鹿沼市",99949,6500,6.5,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","日光市",86127,7113,8.3,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","小山市",166593,13792,8.3,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","真岡市",80907,4645,5.7,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","大田原市",72892,5216,7.2,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","矢板市",33893,2477,7.3,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","那須塩原市",118308,10432,8.8,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","さくら市",44430,2806,6.3,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","那須烏山市",28005,1635,5.8,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","下野市",60135,4709,7.8,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","河内郡上三川町",31454,2173,6.9,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","芳賀郡益子町",24034,1287,5.4,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","芳賀郡茂木町",13908,917,6.6,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","芳賀郡市貝町",12145,825,6.8,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","芳賀郡芳賀町",15955,1593,10.0,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","下都賀郡壬生町",39858,2944,7.4,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","下都賀郡野木町",25846,2603,10.1,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","塩谷郡塩谷町",12051,602,5.0,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","塩谷郡高根沢町",29878,2539,8.5,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","那須郡那須町",26155,2873,11.0,"2016/01/01","2017/03/08"
"2017/03/08","栃木県","那須郡那珂川町",17605,1271,7.2,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","前橋市",339366,26791,7.9,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","高崎市",375491,26415,7.0,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","桐生市",116934,10465,8.9,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","伊勢崎市",211803,17895,8.4,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","太田市",222897,14588,6.5,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","沼田市",50335,3520,7.0,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","館林市",77820,6666,8.6,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","渋川市",80861,4388,5.4,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","藤岡市",67249,4332,6.4,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","富岡市",50425,3141,6.2,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","安中市",60317,4011,6.6,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","みどり市",51806,3478,6.7,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","北群馬郡榛東村",14698,926,6.3,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","北群馬郡吉岡町",20753,991,4.8,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","多野郡上野村",1302,113,8.7,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","多野郡神流町",2098,266,12.7,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","甘楽郡下仁田町",8142,659,8.1,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","甘楽郡南牧村",2106,120,5.7,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","甘楽郡甘楽町",13538,720,5.3,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","吾妻郡中之条町",17068,1346,7.9,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","吾妻郡長野原町",5852,468,8.0,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","吾妻郡嬬恋村",9906,633,6.4,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","吾妻郡草津町",6640,640,9.6,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","吾妻郡高山村",3796,205,5.4,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","吾妻郡東吾妻町",14880,1339,9.0,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","利根郡片品村",4732,323,6.8,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","利根郡川場村",3384,229,6.8,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","利根郡昭和村",7560,389,5.1,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","利根郡みなかみ町",20235,1431,7.1,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","佐波郡玉村町",36872,2222,6.0,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","邑楽郡板倉町",15211,1033,6.8,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","邑楽郡明和町",11435,766,6.7,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","邑楽郡千代田町",11627,865,7.4,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","邑楽郡大泉町",41226,3319,8.1,"2016/01/01","2017/03/08"
"2017/03/08","群馬県","邑楽郡邑楽町",26955,1774,6.6,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","さいたま市",1270476,106349,8.4,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","川越市",350223,31239,8.9,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","熊谷市",200700,15317,7.6,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","川口市",592684,46210,7.8,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","行田市",83585,6260,7.5,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","秩父市",65311,4092,6.3,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","所沢市",343390,31635,9.2,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","飯能市",80513,6355,7.9,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","加須市",114289,8391,7.3,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","本庄市",78993,6349,8.0,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","東松山市",89574,7917,8.8,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","春日部市",236975,23098,9.7,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","狭山市",153738,14419,9.4,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","羽生市",55677,4302,7.7,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","鴻巣市",119192,11353,9.5,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","深谷市",145053,10501,7.2,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","上尾市",227890,21793,9.6,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","草加市",245878,23574,9.6,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","越谷市",336565,30434,9.0,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","蕨市",73289,6509,8.9,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","戸田市",135243,12623,9.3,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","入間市",149593,11967,8.0,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","朝霞市",135928,13174,9.7,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","志木市",74183,7156,9.6,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","和光市",80615,7847,9.7,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","新座市",164028,14691,9.0,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","桶川市",75071,5991,8.0,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","久喜市",154527,13789,8.9,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","北本市",68154,5271,7.7,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","八潮市",86138,7574,8.8,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","富士見市",110045,9203,8.4,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","三郷市",137656,10840,7.9,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","蓮田市",62481,6365,10.2,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","坂戸市",101408,9056,8.9,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","幸手市",52725,4555,8.6,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","鶴ヶ島市",70145,6800,9.7,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","日高市",57015,5183,9.1,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","吉川市",71048,5284,7.4,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","ふじみ野市",112919,11322,10.0,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","白岡市",52035,4219,8.1,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","北足立郡伊奈町",44437,3063,6.9,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","入間郡三芳町",38188,3181,8.3,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","入間郡毛呂山町",34977,3400,9.7,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","入間郡越生町",12093,1358,11.2,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","比企郡滑川町",17999,1376,7.6,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","比企郡嵐山町",18145,1577,8.7,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","比企郡小川町",31618,2978,9.4,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","比企郡川島町",21028,1418,6.7,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","比企郡吉見町",20013,1324,6.6,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","比企郡鳩山町",14389,1428,9.9,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","比企郡ときがわ町",11851,791,6.7,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","秩父郡横瀬町",8656,721,8.3,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","秩父郡皆野町",10287,764,7.4,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","秩父郡長瀞町",7496,436,5.8,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","秩父郡小鹿野町",12471,920,7.4,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","秩父郡東秩父村",3048,179,5.9,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","児玉郡美里町",11477,671,5.8,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","児玉郡神川町",14027,923,6.6,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","児玉郡上里町",31387,2437,7.8,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","大里郡寄居町",34855,2710,7.8,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","南埼玉郡宮代町",33589,3004,8.9,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","北葛飾郡杉戸町",46109,4521,9.8,"2016/01/01","2017/03/08"
"2017/03/08","埼玉県","北葛飾郡松伏町",30321,2296,7.6,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","千葉市",964424,104067,10.8,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","銚子市",65546,6313,9.6,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","市川市",476560,48790,10.2,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","船橋市",626809,54362,8.7,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","館山市",48397,5029,10.4,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","木更津市",134002,14427,10.8,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","松戸市",489717,45558,9.3,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","野田市",155295,13225,8.5,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","茂原市",91358,7478,8.2,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","成田市",131739,12576,9.5,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","佐倉市",177056,13688,7.7,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","東金市",60335,6224,10.3,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","旭市",67598,4479,6.6,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","習志野市",168838,17102,10.1,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","柏市",409001,36636,9.0,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","勝浦市",19033,1839,9.7,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","市原市",279697,25957,9.3,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","流山市",176248,17154,9.7,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","八千代市",195173,20248,10.4,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","我孫子市",132853,14400,10.8,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","鴨川市",34453,3310,9.6,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","鎌ケ谷市",109458,11011,10.1,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","君津市",87447,8895,10.2,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","富津市",46492,3460,7.4,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","浦安市",164034,17152,10.5,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","四街道市",91645,9973,10.9,"2016/01/01","2017/03/08"
"2017/03/08","千葉県","袖ケ浦市",62063,5502,8.9,"2016/01/01","2017/03/08"
