団体コード,都道府県名,郡名,市区町村名
464520,鹿児島県,姶良郡,湧水町
464686,鹿児島県,曽於郡,大崎町
464821,鹿児島県,肝属郡,東串良町
464902,鹿児島県,肝属郡,錦江町
464911,鹿児島県,肝属郡,南大隅町
464929,鹿児島県,肝属郡,肝付町
465011,鹿児島県,熊毛郡,中種子町
465020,鹿児島県,熊毛郡,南種子町
465054,鹿児島県,熊毛郡,屋久島町
465232,鹿児島県,大島郡,大和村
465241,鹿児島県,大島郡,宇検村
465259,鹿児島県,大島郡,瀬戸内町
465275,鹿児島県,大島郡,龍郷町
465291,鹿児島県,大島郡,喜界町
465305,鹿児島県,大島郡,徳之島町
465313,鹿児島県,大島郡,天城町
465321,鹿児島県,大島郡,伊仙町
465330,鹿児島県,大島郡,和泊町
465348,鹿児島県,大島郡,知名町
465356,鹿児島県,大島郡,与論町
472018,沖縄県,,那覇市
472051,沖縄県,,宜野湾市
472077,沖縄県,,石垣市
472085,沖縄県,,浦添市
472093,沖縄県,,名護市
472107,沖縄県,,糸満市
472115,沖縄県,,沖縄市
472123,沖縄県,,豊見城市
472131,沖縄県,,うるま市
472140,沖縄県,,宮古島市
472158,沖縄県,,南城市
473014,沖縄県,国頭郡,国頭村
473022,沖縄県,国頭郡,大宜味村
473031,沖縄県,国頭郡,東村
473065,沖縄県,国頭郡,今帰仁村
473081,沖縄県,国頭郡,本部町
473111,沖縄県,国頭郡,恩納村
473138,沖縄県,国頭郡,宜野座村
473146,沖縄県,国頭郡,金武町
473154,沖縄県,国頭郡,伊江村
473243,沖縄県,中頭郡,読谷村
473251,沖縄県,中頭郡,嘉手納町
473260,沖縄県,中頭郡,北谷町
473278,沖縄県,中頭郡,北中城村
473286,沖縄県,中頭郡,中城村
473294,沖縄県,中頭郡,西原町
473481,沖縄県,島尻郡,与那原町
473502,沖縄県,島尻郡,南風原町
473537,沖縄県,島尻郡,渡嘉敷村
473545,沖縄県,島尻郡,座間味村
473553,沖縄県,島尻郡,粟国村
473561,沖縄県,島尻郡,渡名喜村
473570,沖縄県,島尻郡,南大東村
473588,沖縄県,島尻郡,北大東村
473596,沖縄県,島尻郡,伊平屋村
473600,沖縄県,島尻郡,伊是名村
473618,沖縄県,島尻郡,久米島町
473626,沖縄県,島尻郡,八重瀬町
473758,沖縄県,宮古郡,多良間村
473812,沖縄県,八重山郡,竹富町
473821,沖縄県,八重山郡,与那国町
